"longitude";"latitude"
-118.038083;33.696071
-115.616547;33.118538
-118.06075;33.710547
-122.150223;37.63649
-94.768152;29.307582
-117.113161;32.637844
-110.977488;27.965682
-118.044592;33.697452
-117.239983;32.758324
-119.48209;34.377782
-117.13269;32.587285
-97.271308;27.481731
-119.83221;34.416834
-122.167969;37.675125
-121.620247;38.536097
-118.047452;33.69728
-121.786895;36.8044
-118.051753;33.703503
-97.267456;27.360059
-122.315322;37.586955
-117.243768;32.755535
-122.157562;36.983855
-116.655251;32.053095
-122.234154;37.502517
-117.886058;33.627038
-118.046829;33.696102
-97.300789;27.4166
-121.810527;36.850792
-117.105797;32.649794
-122.14944;37.646078
-96.854775;28.180086
-121.822017;36.869449
-122.511721;37.92922
-117.133012;32.590319
-122.324458;37.801617
-119.478722;34.373367
-115.98218;30.513076
-122.303477;37.836741
-122.412978;37.263254
-97.312474;27.468573
-97.270077;27.484417
-97.357227;27.237646
-117.133012;32.590314
-97.20063;28.067785
-121.857422;36.923367
-110.981721;27.957899
-122.322979;37.805258
-118.044697;33.697475
-117.113425;32.589958
-122.324769;37.803873
-117.127873;32.605984
-122.512579;38.059001
-117.126317;32.551694
-117.125742;32.552008
-97.629863;27.894507
-122.410258;39.09742
-121.835847;36.891249
-122.326402;37.800233
-118.04993;33.700367
-117.109919;32.58955
-121.78834;36.81332
-94.813889;29.366388
-115.983009;30.394594
-121.737365;36.821022
-122.643543;37.897743
-116.6135;31.77537
-97.167483;25.999869
-106.617554;23.484223
-118.932313;34.044868
-117.292594;33.089295
-121.791;36.8144
-117.299802;33.09211
-122.388579;37.665686
-97.198339;27.944841
-97.42897;26.568445
-122.084724;36.955714
-122.50919;37.748873
-97.234907;27.633346
-121.827897;36.87907
-121.628064;38.559753
-121.25219;36.812934
-117.11985;32.591411
-119.159877;34.119482
-97.346626;27.857981
-96.958369;28.131849
-122.456189;37.805239
-117.125169;32.572476
-122.689734;37.931461
-117.142186;32.634682
-97.431162;26.54835
-114.565001;31.74284
-118.077315;33.737582
-97.238617;25.969376
-120.626241;37.186058
-121.626895;38.547628
-98.606486;28.959265
-76.33908;34.832898
-123.987783;46.707971
-122.675314;37.919759
-97.380023;26.24585
-97.206001;26.046296
-122.050779;39.185153
-119.111495;34.111378
-114.591522;32.605399
-105.280609;21.607004
-120.838333;35.331648
-94.403114;29.965657
-120.826754;35.333763
-105.275414;21.565261
-122.532449;48.465751
-112.676468;33.348598
-97.678779;27.267293
-117.228117;32.750958
-122.247384;37.752598
-98.13514;26.0813
-117.293331;33.090909
-117.103132;32.618998
-94.867115;29.383895
-118.050735;33.702653
-122.228941;37.542791
-117.252526;32.789304
-122.10445;37.459167
-122.087846;37.434215
-122.741246;38.362296
-121.458492;38.156528
-97.955917;26.12603
-96.912117;28.134745
-95.933046;29.917447
-118.045137;33.696513
-122.376538;37.605023
-121.958525;37.438531
-94.72455;29.379483
-117.221841;32.759226
-115.576639;33.176631
-117.273715;33.012004
-98.808864;29.029936
-120.888834;35.267907
-122.51554;37.933528
-98.412738;29.135219
-94.728708;29.371137
-81.303284;31.261054
-97.406051;27.65306
-122.509199;38.050651
-120.89484;35.271181
-109.953768;32.470975
-122.300384;37.573869
-118.076949;33.745786
-122.151701;37.641932
-121.171874;35.639056
-97.276297;26.015543
-121.993503;36.960809
-115.621534;33.017354
-122.312055;38.209289
-122.384047;37.731896
-122.456231;37.804766
-121.788759;36.811947
-121.909618;39.604994
-95.806618;29.928085
-122.740003;38.351194
-117.229545;32.792652
-96.985052;28.13255
-95.454626;29.029523
-110.366431;24.111948
